runtime,theta,theta,theta,theta,theta,theta,theta,theta,speed,speed,speed,speed,speed,speed,speed,speed,tau,tau,tau,tau,tau,tau,tau,tau,torque,torque,torque,torque,torque,torque,torque,torque,thread_timer,temp,temp,temp,temp,temp,temp,temp,temp
4720,0.39499,2.884569,0.80338,2.098221,1.006664,-0.41069,1.073148,2.926048,0,4.916011,0.031028,4.819048,0,-2.982574,0,2.99324,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-24,36,-8,23,3,-7,3,8,10.017906,26,25,26,26,27,27,27,27
4730,0.39499,2.933241,0.80339,2.148065,1.006664,-0.530874,1.073148,3.046913,0,4.925707,0,4.852015,0,-3.029116,0,2.994694,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-19,35,-18,44,3,-12,3,14,10.034194,26,25,26,26,27,27,27,27
4740,0.39499,2.982669,0.803412,2.196524,1.006664,-0.650439,1.073148,3.164945,0,4.941221,0,4.916011,0,-3.032994,0,2.99324,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-18,31,-15,26,3,-16,3,23,9.98546,26,25,26,26,27,27,27,27
4750,0.39499,3.031736,0.803412,2.245856,1.006664,-0.770931,1.073148,3.285287,0,4.916011,0,4.96837,0,-2.990331,0,3.007784,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-26,28,-16,20,3,-6,3,12,10.019157,26,25,26,26,27,27,27,27
4760,0.39499,3.081207,0.803433,2.295604,1.006664,-0.89432,1.073148,3.405535,0,4.846198,0,4.931525,0,-3.025237,0,3.009238,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-19,20,-5,25,3,-12,4,10,9.967998,26,25,26,26,27,27,27,27
4770,0.39499,3.129644,0.803433,2.343232,1.006664,-1.011915,1.073148,3.525696,0,4.81323,0,4.819048,0,-3.00633,0,2.984998,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-16,35,-18,26,2,-3,2,13,10.011444,26,25,26,26,27,27,27,27
4780,0.39499,3.17821,0.803454,2.391979,1.006664,-1.134985,1.073148,3.645922,0,4.861712,0,4.824866,0,-3.00633,0,3.000027,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-20,29,-13,41,3,-7,4,11,9.961089,26,25,26,26,27,27,27,27
4790,0.39499,3.227233,0.803454,2.440139,1.006664,-1.255637,1.073148,3.765168,0,4.947039,0,4.81323,0,-3.036873,0,2.977241,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-22,39,-15,25,6,-15,2,9,10.041635,26,25,26,26,27,27,27,27
4800,0.39499,3.275852,0.803476,2.488672,1.006664,-1.373572,1.073148,3.883316,0,4.919889,0,4.894679,0,-3.013117,0,2.986452,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-19,22,-17,20,4,-7,3,19,9.961618,26,25,26,26,27,27,27,27
4810,0.39499,3.32577,0.803476,2.536375,1.006664,-1.493915,1.073148,4.002583,0,4.919889,0,4.904375,0,-3.013117,0,3.026207,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-23,28,-17,27,3,-1,3,7,10.025743,26,25,26,26,27,27,27,27
4820,0.39499,3.37425,0.803476,2.587284,1.006664,-1.615856,1.073148,4.127241,0,4.888861,0,4.904375,0,-3.016995,0,2.990331,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-20,35,-17,37,4,-13,3,12,9.988128,26,25,26,26,27,27,27,27
4830,0.39499,3.423774,0.803497,2.63553,1.006664,-1.737733,1.073148,4.247456,0,4.84038,0,4.852015,0,-2.998573,0,3.00633,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-4.834309,-62.5,-21,31,-5,30,3,-14,-1,17,9.948488,26,25,26,26,27,27,27,27
4840,0.395011,3.472713,0.803497,2.684745,1.006664,-1.855029,1.073148,4.366221,0,4.852015,0,4.846198,0,-3.020874,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-22,41,-16,27,3,-10,3,9,10.025327,26,25,26,26,27,27,27,27
4850,0.395011,3.521842,0.803518,2.732064,1.006664,-1.978579,1.073148,4.486757,0,4.894679,0,4.824866,0,-2.998573,0,2.970454,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-26,25,-13,11,3,-16,2,17,9.93952,26,25,26,26,27,27,27,27
4860,0.395011,3.569524,0.803518,2.780054,1.006664,-2.097888,1.073148,4.603584,0,4.916011,0,4.797716,0,-3.016026,0,3.016995,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-22,23,-4,28,3,-6,3,16,9.978663,26,25,26,26,27,27,27,27
4870,0.395011,3.618078,0.803518,2.828375,1.006664,-2.219659,1.073148,4.722617,0,4.877225,0,4.834562,0,-3.00536,0,3.009238,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-29,34,15,33,3,-7,3,9,10.071458,26,25,26,26,27,27,27,27
4880,0.395011,3.668061,0.803518,2.877334,1.006664,-2.339863,1.073148,4.845239,0,4.916011,0,4.894679,0,-2.986452,0,2.982574,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,26,-19,30,5,-13,4,12,9.972298,26,25,26,26,27,27,27,27
4890,0.395011,3.716552,0.803518,2.92591,1.006664,-2.457372,1.073148,4.964038,0,4.898558,0,4.931525,0,-3.019904,0,3.01845,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,35,15,16,3,-8,2,17,10.043198,26,25,26,26,27,27,27,27
4900,0.395011,3.76679,0.80354,2.976393,1.006664,-2.580517,1.073148,5.087043,0,4.904375,0,4.910193,0,-3.000027,0,2.973362,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,16,-15,27,-3,-12,3,11,9.889181,26,25,26,26,27,27,27,27
4910,0.395011,3.814034,0.80354,3.024767,1.006664,-2.698112,1.073148,5.206141,0,4.855894,0,4.855894,0,-3.011662,0,2.990331,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,25,-23,20,3,-13,4,13,10.164382,26,25,26,26,27,27,27,27
4920,0.395011,3.863175,0.80354,3.073641,1.006664,-2.822279,1.073148,5.326505,0,4.852015,0,4.803534,0,-3.022328,0,3.03057,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,15,-17,38,3,-5,3,20,9.819621,26,25,26,26,27,27,27,27
4930,0.395011,3.912006,0.80354,3.121184,1.006664,-2.942387,1.073148,5.444067,0,4.937343,0,4.834562,0,-2.990331,0,2.986452,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-22,29,-16,23,1,-9,4,9,10.083776,26,25,26,26,27,27,27,27
4940,0.395011,3.9625,0.80354,3.170719,1.006664,-3.064296,1.073148,5.567126,0,4.910193,0,4.919889,0,-3.027661,0,3.023783,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,5,32,-19,16,4,-8,4,11,9.952636,26,25,26,26,27,27,27,27
4950,0.395011,4.010607,0.80354,3.218485,1.006664,-3.180293,1.073148,5.683145,0,4.937343,0,4.883043,0,-3.016026,0,3.016995,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-22,18,18,39,3,-8,3,25,10.023412,26,25,26,26,27,27,27,27
4960,0.395011,4.060398,0.80354,3.268169,1.006664,-3.304737,1.073148,5.807152,0,4.883043,0,4.904375,0,-2.994694,0,2.958333,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-8,26,-3,31,4,-9,4,8,9.92272,26,25,26,26,27,27,27,27
4970,0.395011,4.108729,0.80354,3.317256,1.006664,-3.422683,1.073148,5.926515,0,4.861712,0,4.867529,0,-3.04366,0,3.007784,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-25,26,-13,32,3,-16,2,15,10.064382,26,25,26,26,27,27,27,27
4980,0.395011,4.157156,0.80354,3.365971,1.006664,-3.543591,1.073148,6.046911,0,4.824866,0,4.852015,0,-2.995664,0,3.014571,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-25,35,-6,19,3,-6,3,17,9.934116,26,25,26,26,27,27,27,27
4990,0.395011,4.206275,0.803561,3.413514,1.006664,-3.665105,1.073148,6.164165,0,4.84038,0,4.776384,0,-3.009238,0,2.994694,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,8,40,-21,18,3,-10,3,12,10.065904,26,25,26,26,27,27,27,27
5000,0.395011,4.254382,0.803561,3.462622,1.006664,-3.784266,1.073148,6.285871,0,4.916011,0,4.809352,0,-3.029116,0,3.023783,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,7,5,17,48,3,-14,4,16,9.93239,26,25,26,26,27,27,27,27
5010,0.395011,4.303608,0.803561,3.509579,1.006664,-3.904417,1.073148,6.406193,0,4.919889,0,4.809352,0,-2.982574,0,2.989361,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,21,14,21,4,-9,3,13,10.077149,26,25,26,26,27,27,27,27
5020,0.395011,4.353505,0.803561,3.559679,1.006664,-4.026176,1.073148,6.528592,0,4.931525,0,4.931525,0,-3.032994,0,2.989361,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,31,-9,23,5,-11,3,9,9.972054,26,25,26,26,27,27,27,27
5030,0.395011,4.402763,0.803561,3.607551,1.006664,-4.147202,1.073148,6.643715,0,4.916011,0,4.962553,0,-3.03057,0,3.009238,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,42,-18,23,3,-21,3,13,9.963393,26,25,26,26,27,27,27,27
5040,0.395011,4.451766,0.803561,3.658098,1.006664,-4.269089,1.073148,6.767083,0,4.883043,0,4.919889,0,-2.99324,0,3.009238,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,28,-15,35,3,-6,4,7,10.041452,26,25,26,26,27,27,27,27
5050,0.395011,4.50033,0.803561,3.706482,1.006664,-4.389421,1.073148,6.884347,0,4.852015,0,4.888861,0,-3.029116,0,3.007784,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-16,21,-15,42,3,-13,3,9,9.982164,26,25,26,26,27,27,27,27
5060,0.395011,4.548278,0.803561,3.754473,1.006664,-4.506973,1.073148,7.007662,0,4.867529,0,4.830684,0,-3.000027,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,23,-19,36,2,-15,3,20,9.983461,26,25,26,26,27,27,27,27
5070,0.395011,4.596929,0.803561,3.802581,1.006664,-4.627039,1.073148,7.126471,0,4.873347,0,4.809352,0,-3.00633,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,5,32,-15,21,4,-9,4,11,10.094108,26,25,26,26,27,27,27,27
5080,0.395011,4.646197,0.803561,3.85138,1.006664,-4.749129,1.073148,7.245983,0,4.894679,0,4.84038,0,-3.034449,0,2.990331,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,15,-13,24,2,-12,3,13,9.849166,26,25,26,26,27,27,27,27
5090,0.395011,4.696712,0.803561,3.900808,1.006664,-4.871539,1.073148,7.368553,0,4.919889,0,4.894679,0,-3.010693,0,2.982574,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,29,-13,33,4,-13,3,12,10.04839,26,25,26,26,27,27,27,27
5100,0.395011,4.745405,0.803561,3.949757,1.006664,-4.993415,1.073148,7.489034,0,4.947039,0,4.877225,0,-3.016026,0,3.022328,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-1,16,-15,37,2,-13,3,7,10.014775,26,25,26,26,27,27,27,27
5110,0.395011,4.794439,0.803561,3.998333,1.006664,-5.107825,1.073148,7.604594,0,4.904375,0,4.883043,0,-3.016026,0,2.998573,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-24,26,-15,34,3,-11,3,13,10.12864,26,25,26,26,27,27,27,27
5120,0.395011,4.842919,0.803561,4.04774,1.006664,1.053398,1.073148,1.44598,0,4.81323,0,4.867529,0,-3.000997,0,2.990331,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,23,-4,20,3,-2,5,21,9.757592,26,25,26,26,27,27,27,27
5130,0.395011,4.891304,0.803561,4.096157,1.006664,0.930105,1.073148,1.564725,0,4.830684,0,4.776384,0,-3.014571,0,3.002451,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,40,-16,22,2,-8,6,6,10.065273,26,25,26,26,27,27,27,27
5140,0.395011,4.941126,0.803561,4.144072,1.006664,0.808036,1.073148,1.685346,0,4.883043,0,4.776384,0,-3.002451,0,2.961242,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-8,32,-18,25,3,-14,3,14,9.896482,26,25,26,26,27,27,27,27
5150,0.395011,4.989074,0.803561,4.191008,1.006664,0.691634,1.073148,1.80359,0,4.941221,0,4.81323,0,-3.03057,0,3.00633,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-19,20,20,29,3,-6,5,15,9.964757,26,25,26,26,27,27,27,27
5160,0.395011,5.038289,0.803561,4.240255,1.006664,0.569875,1.073148,1.922857,0,4.937343,0,4.883043,0,-3.003906,0,3.023783,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,7,28,-21,37,3,-5,3,9,10.116766,26,25,26,26,27,27,27,27
5170,0.395011,5.086375,0.803561,4.288671,1.006664,0.451183,1.073148,2.042742,0,4.877225,0,4.894679,0,-2.990331,0,2.984028,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,32,-16,34,8,-14,2,15,10.016518,26,25,26,26,27,27,27,27
5180,0.395011,5.136091,0.803561,4.337939,1.006664,0.329125,1.073148,2.161519,0,4.898558,0,4.941221,0,-3.009238,0,3.022328,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,35,-4,26,3,-1,3,16,9.970986,26,25,26,26,27,27,27,27
5190,0.395011,5.185424,0.803561,4.388209,1.006664,0.209006,1.073148,2.286155,0,4.830684,0,4.898558,0,-2.991785,0,2.989361,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,8,27,-5,34,3,-13,5,8,10.085144,26,25,26,26,27,27,27,27
5200,0.395011,5.234532,0.803561,4.437627,1.006664,0.086873,1.073148,2.406626,0,4.888861,0,4.830684,0,-3.029116,0,2.971908,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,27,10,30,3,-10,4,12,9.886112,26,25,26,26,27,27,27,27
5210,0.395011,5.283065,0.803561,4.483924,1.006664,-0.03266,1.073148,2.522175,0,4.883043,0,4.776384,0,-3.025237,0,3.025237,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-24,26,-2,24,4,-7,3,17,10.157142,26,25,26,26,27,27,27,27
5220,0.395011,5.332164,0.803561,4.533831,1.006664,-0.155719,1.073148,2.647141,0,4.941221,0,4.797716,0,-2.991785,0,2.971908,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,31,-7,29,3,-8,3,10,9.740314,26,25,26,26,27,27,27,27
5230,0.395011,5.380804,0.803561,4.581192,1.006664,-0.27472,1.073148,2.762381,0,4.941221,0,4.910193,0,-3.03057,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,8,38,-16,31,3,-10,3,10,10.169884,26,25,26,26,27,27,27,27
5240,0.395011,5.431361,0.803561,4.63207,1.006664,-0.395201,1.073148,2.887315,0,4.877225,0,4.910193,0,-3.00536,0,3.020874,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,29,-3,33,3,-10,4,19,9.947893,26,25,26,26,27,27,27,27
5250,0.395011,5.478627,0.803561,4.678728,1.006664,-0.512168,1.073148,3.001033,0,4.910193,0,4.898558,0,-2.986452,0,2.965121,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,19,-5,38,4,-3,3,4,9.978571,26,25,26,26,27,27,27,27
5260,0.395011,5.528002,0.803561,4.728902,1.006664,-0.634673,1.073148,3.123229,0,4.855894,0,4.852015,0,-3.041236,0,3.00536,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,18,-15,13,3,-18,4,14,10.011901,26,25,26,26,27,27,27,27
5270,0.395011,5.576365,0.803561,4.778139,1.006664,-0.756976,1.073148,3.245095,0,4.846198,0,4.855894,0,-2.987907,0,3.016995,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,27,-16,37,3,-7,3,23,9.926629,26,25,26,26,27,27,27,27
5280,0.395011,5.625527,0.803561,4.825437,1.006664,-0.878608,1.073148,3.363851,0,4.834562,0,4.809352,0,-3.032994,0,2.981119,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,41,10,19,3,-8,7,7,10.067872,26,25,26,26,27,27,27,27
5290,0.395011,5.67455,0.803561,4.873501,1.006664,-0.999174,1.073148,3.484023,0,4.898558,0,4.809352,0,-3.03154,0,3.026207,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-29,32,-12,28,3,-13,3,15,10.005762,26,25,26,26,27,27,27,27
5300,0.395011,5.723723,0.803561,4.921236,1.006664,-1.117759,1.073148,3.602949,0,4.941221,0,4.846198,0,-2.982574,0,2.998573,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,12,34,-6,24,3,-3,3,14,9.971982,26,25,26,26,27,27,27,27
5310,0.395011,5.77247,0.803582,4.971431,1.006664,-1.239584,1.073148,3.726808,0,4.941221,0,4.919889,0,-3.029116,0,2.979665,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,27,-14,30,2,-15,3,7,10.069645,26,25,26,26,27,27,27,27
5320,0.395011,5.821589,0.803582,5.020028,1.006664,-1.360555,1.073148,3.844775,0,4.904375,0,4.919889,0,-3.01845,0,3.00633,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-24,5,-14,31,3,-17,3,19,9.930002,26,25,26,26,27,27,27,27
5330,0.395011,5.870975,0.803582,5.069872,1.006664,-1.480898,1.073148,3.966545,0,4.824866,0,4.910193,0,-2.998573,0,3.013117,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,27,-7,34,3,-7,3,17,10.00842,26,25,26,26,27,27,27,27
5340,0.395011,5.920552,0.803582,5.118789,1.006664,-1.601283,1.073148,4.086707,0,4.819048,0,4.867529,0,-3.025237,0,3.007784,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,32,15,18,3,-11,4,11,9.984117,26,25,26,26,27,27,27,27
5350,0.395011,5.967924,0.803582,5.166492,1.006664,-1.721818,1.073148,4.20541,0,4.894679,0,4.791898,0,-3.002451,0,3.014571,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,35,-5,31,3,-7,3,19,9.986028,26,25,26,26,27,27,27,27
5360,0.395011,6.016894,0.803582,5.215206,1.006664,-1.84199,1.073148,4.325603,0,4.931525,0,4.819048,0,-3.016995,0,2.984028,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,28,-6,14,4,-8,3,3,9.989678,26,25,26,26,27,27,27,27
5370,0.395011,6.066749,0.803582,5.262227,1.006664,-1.961109,1.073148,4.446468,0,4.931525,0,4.894679,0,-3.034449,0,2.989361,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,8,36,-7,28,3,-16,4,11,9.995233,26,25,26,26,27,27,27,27
5380,0.395011,6.115527,0.803582,5.311794,1.006664,-2.083486,1.073148,4.563051,0,4.916011,0,4.904375,0,-3.00536,0,2.990331,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,9,38,17,43,0,-10,4,23,10.009046,26,25,26,26,27,27,27,27
5390,0.395011,6.16405,0.803582,5.360796,1.006664,-2.203903,1.073148,4.683468,0,4.898558,0,4.910193,0,-3.014571,0,3.014571,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,13,-15,43,4,-9,3,11,10.076331,26,25,26,26,27,27,27,27
5400,0.395011,6.213553,0.803582,5.410469,1.006664,-2.322755,1.073148,4.806794,0,4.855894,0,4.873347,0,-2.997118,0,3.00633,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,32,-6,19,3,-11,6,12,9.835083,26,25,26,26,27,27,27,27
5410,0.395011,6.26312,0.803582,5.459184,1.006664,-2.444653,1.073148,4.927009,0,4.867529,0,4.861712,0,-3.002451,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,34,14,27,5,-6,4,17,9.994125,26,25,26,26,27,27,27,27
5420,0.395011,6.31096,0.803582,5.506737,1.006664,-2.5649,1.073148,5.04733,0,4.834562,0,4.770566,0,-3.01845,0,3.00633,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,11,38,-7,22,3,-6,4,6,9.998365,26,25,26,26,27,27,27,27
5430,0.395011,6.359867,0.803582,5.554642,1.006664,-2.683997,1.073148,5.16663,0,4.910193,0,4.824866,0,-3.007784,0,2.973362,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,5,35,14,38,3,-17,3,17,10.059841,26,25,26,26,27,27,27,27
5440,0.395011,6.408464,0.803593,5.603431,1.006664,-2.808111,1.073148,5.286206,0,4.883043,0,4.809352,0,-3.029116,0,2.986452,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,10,29,-5,37,3,-10,3,17,9.910823,26,25,26,26,27,27,27,27
5450,0.395011,6.457158,0.803593,5.651666,1.006664,-2.923894,1.073148,5.4038,0,4.958674,0,4.904375,0,-3.003906,0,3.023783,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,7,23,14,32,3,-10,4,10,10.087245,26,25,26,26,27,27,27,27
5460,0.395011,6.506969,0.803593,5.701435,1.006664,-3.044109,1.073148,5.522193,0,4.904375,0,4.958674,0,-2.989361,0,2.984998,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,25,-2,19,2,-14,3,12,9.898269,26,25,26,26,27,27,27,27
5470,0.395011,6.555971,0.803593,5.750203,1.006664,-3.167755,1.073148,5.64831,0,4.898558,0,4.898558,0,-3.016026,0,3.016995,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-18,37,3,38,3,-8,3,14,10.070556,26,25,26,26,27,27,27,27
5480,0.395011,6.604995,0.803593,5.799227,1.006664,-3.286372,1.073148,5.766949,0,4.867529,0,4.894679,0,-2.991785,0,2.997118,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,33,-15,32,4,-1,5,11,10.041733,26,25,26,26,27,27,27,27
5490,0.395011,6.652953,0.803593,5.847878,1.006664,-3.40712,1.073148,5.884511,0,4.830684,0,4.846198,0,-3.036873,0,2.973362,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,30,15,38,3,-9,-1,14,10.038862,26,25,26,26,27,27,27,27
5500,0.395011,6.701753,0.803593,5.896571,1.006664,-3.531223,1.073148,6.006069,0,4.925707,0,4.819048,0,-3.025237,0,3.03154,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-20,37,14,20,3,-10,3,16,9.870138,26,25,26,26,27,27,27,27
5510,0.395011,6.751575,0.803593,5.945317,1.006664,-3.651204,1.073148,6.126816,0,4.941221,0,4.834562,0,-2.989361,0,3.007784,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-24,28,-15,20,3,-9,3,12,9.930194,26,25,26,26,27,27,27,27
5520,0.395011,6.800908,0.803593,5.994149,1.006664,-3.768723,1.073148,6.248107,0,4.941221,0,4.919889,0,-3.03154,0,2.987907,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,30,-15,30,3,-7,3,14,10.095432,26,25,26,26,27,27,27,27
5530,0.395011,6.849515,0.803593,6.042512,1.006664,-3.889098,1.073148,6.365542,0,4.855894,0,4.883043,0,-2.997118,0,3.027661,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,24,-5,34,3,-14,6,16,9.873033,26,25,26,26,27,27,27,27
5540,0.395011,6.898465,0.803593,6.091674,1.006664,-4.007566,1.073148,6.485459,0,4.852015,0,4.904375,0,-3.002451,0,2.966575,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,10,31,-6,37,3,-10,4,10,10.131906,26,25,26,26,27,27,27,27
5550,0.395011,6.947509,0.803603,6.139888,1.006664,-4.130178,1.073148,6.604524,0,4.824866,0,4.888861,0,-3.042206,0,2.991785,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,6,33,-5,25,3,-18,3,13,9.917328,26,25,26,26,27,27,27,27
5560,0.395011,6.995361,0.803603,6.188293,1.006664,-4.250894,1.073148,6.72475,0,4.898558,0,4.78802,0,-2.989361,0,3.022328,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-23,27,-15,17,3,-7,4,24,9.966452,26,25,26,26,27,27,27,27
5570,0.395011,7.044001,0.803603,6.236731,1.006664,-4.371013,1.073148,6.84505,0,4.919889,0,4.770566,0,-3.025237,0,2.984028,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,10,39,-7,26,3,-10,4,9,9.987181,26,25,26,26,27,27,27,27
5580,0.395011,7.093855,0.803603,6.284838,1.006664,-4.494627,1.073148,6.967928,0,4.904375,0,4.797716,0,-3.010693,0,3.023783,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-27,24,-5,33,3,-17,3,9,9.985571,26,25,26,26,27,27,27,27
5590,0.395011,7.142527,0.803603,6.333478,1.006664,-4.614682,1.073148,7.088388,0,4.904375,0,4.894679,0,-2.982574,0,3.009238,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-4.900805,-62.5,-21,30,-15,26,4,-8,4,19,10.011054,26,25,26,26,27,27,27,27
