runtime,theta,theta,theta,theta,theta,theta,theta,theta,speed,speed,speed,speed,speed,speed,speed,speed,tau,tau,tau,tau,tau,tau,tau,tau,torque,torque,torque,torque,torque,torque,torque,torque,thread_timer,temp,temp,temp,temp,temp,temp,temp,temp
7910,0.395192,5.92395,0.803689,5.062873,1.006781,-1.159592,1.073212,3.525057,0,4.84038,0,4.904375,0,-3.020874,0,2.990331,-5.46677,-62.5,-5.46677,-62.5,-5.46677,-62.5,-5.46677,-62.5,-15,26,-19,31,4,-10,5,14,10.090088,26,25,26,26,27,27,27,27
7920,0.395192,5.972494,0.80371,5.112473,1.006781,-1.280128,1.073212,3.645283,0,4.873347,0,4.867529,0,-2.997118,0,3.00536,-5.46677,-62.5,-5.46677,-62.5,-5.46677,-62.5,-5.46677,-62.5,6,23,20,25,3,-18,5,9,9.926768,26,25,26,26,27,27,27,27
7930,0.395203,6.020857,0.80371,5.16026,1.006781,-1.401046,1.073212,3.764603,0,4.925707,0,4.803534,0,-3.03057,0,2.982574,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-19,39,-12,29,4,-5,5,11,10.157006,26,25,26,26,27,27,27,27
7940,0.395203,6.07134,0.80371,5.209017,1.006781,-1.519918,1.073212,3.882752,0,4.962553,0,4.81323,0,-3.010693,0,2.989361,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-32,23,-12,27,3,-4,5,17,9.810587,26,25,26,26,27,27,27,27
7950,0.395203,6.120779,0.80371,5.256581,1.006781,-1.641593,1.073212,4.004916,0,4.96837,0,4.84038,0,-2.99324,0,3.020874,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-18,29,-16,25,6,-8,4,9,10.083544,26,25,26,26,27,27,27,27
7960,0.395203,6.169834,0.80371,5.306734,1.006781,-1.763619,1.073212,4.127901,0,4.894679,0,4.919889,0,-3.016995,0,2.984028,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-5.500019,-62.5,-7,25,-13,41,3,-11,3,7,9.990749,26,25,26,26,27,27,27,27
7970,0.395224,6.217942,0.80371,5.354521,1.006781,-1.880766,1.073212,4.242087,0,4.809352,0,4.919889,0,-3.000997,0,3.000997,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-8,44,-7,11,6,-9,5,13,10.047715,26,25,26,26,27,27,27,27
7980,0.395224,6.266198,0.80371,5.404237,1.006781,-2.004283,1.073212,4.366861,0,4.830684,0,4.894679,0,-3.01845,0,2.998573,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,5,32,-4,30,4,-15,4,9,9.906437,26,25,26,26,27,27,27,27
7990,0.395224,6.315307,0.80371,5.452334,1.006781,-2.12387,1.073212,4.484413,0,4.888861,0,4.846198,0,-3.022328,0,2.962696,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-24,23,-13,34,4,-8,5,14,10.152373,26,25,26,26,27,27,27,27
8000,0.395224,6.364245,0.80371,5.501869,1.006781,-2.244,1.073212,4.607345,0,4.904375,0,4.782202,0,-2.994694,0,3.027661,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-21,24,-6,7,4,-10,5,16,9.779483,26,25,26,26,27,27,27,27
8010,0.395224,6.413439,0.80371,5.549156,1.006781,-2.365855,1.073212,4.727986,0,4.898558,0,4.791898,0,-3.029116,0,3.007784,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,6,24,-13,33,3,-8,5,10,9.996267,26,25,26,26,27,27,27,27
8020,0.395224,6.46341,0.80371,5.597998,1.006781,-2.489426,1.073212,4.849117,0,4.925707,0,4.84038,0,-3.003906,0,2.982574,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-16,43,-4,27,4,-10,5,7,10.098127,26,25,26,26,27,27,27,27
8030,0.395224,6.511315,0.80371,5.645509,1.006781,-2.604944,1.073212,4.964996,0,4.888861,0,4.894679,0,-2.99324,0,3.023783,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-19,27,-14,37,4,-9,5,14,10.10556,26,25,26,26,27,27,27,27
8040,0.395224,6.560126,0.80371,5.694522,1.006781,-2.725862,1.073212,5.086468,0,4.867529,0,4.898558,0,-3.04366,0,2.971908,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-21,15,-16,25,4,-14,5,11,9.823602,26,25,26,26,27,27,27,27
8050,0.395224,6.609618,0.80371,5.744536,1.006781,-2.848207,1.073212,5.203989,0,4.861712,0,4.910193,0,-2.984028,0,2.982574,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,6,22,-4,40,4,-9,5,13,9.957734,26,25,26,26,27,27,27,27
8060,0.395224,6.65813,0.80371,5.794209,1.006781,-2.969754,1.073212,5.325801,0,4.852015,0,4.894679,0,-3.019904,0,3.026207,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-5.566608,-62.5,-20,30,-14,23,4,-3,5,16,10.074423,26,25,26,26,27,27,27,27
8070,0.395235,6.70578,0.80371,5.842285,1.006781,-3.087285,1.073212,5.444759,0,4.888861,0,4.830684,0,-3.03057,0,2.982574,-5.599949,-62.5,-5.599949,-62.5,-5.599949,-62.5,-5.599949,-62.5,6,16,-16,22,4,-14,5,7,9.881764,26,25,26,26,27,27,27,27
8080,0.395245,6.754995,0.80371,5.889838,1.006781,-3.20751,1.073212,5.563206,0,4.904375,0,4.819048,0,-2.989361,0,3.01845,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-20,33,-4,21,4,-8,4,11,10.110522,26,25,26,26,27,27,27,27
8090,0.395245,6.804924,0.80371,5.938553,1.006781,-3.327832,1.073212,5.683794,0,4.974188,0,4.81323,0,-3.032994,0,3.01845,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-21,19,-6,11,4,-10,4,20,10.005807,26,25,26,26,27,27,27,27
8100,0.395245,6.853457,0.80371,5.986607,1.006781,-3.44892,1.073212,5.803349,0,4.910193,0,4.877225,0,-3.032994,0,2.955909,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-5.633198,-62.5,-21,31,-6,22,3,-23,5,7,10.015059,26,25,26,26,27,27,27,27
8110,0.395256,6.902906,0.80371,6.036823,1.006781,-3.572406,1.073212,5.928667,0,4.873347,0,4.894679,0,-2.998573,0,3.014571,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,24,-12,22,5,-6,3,18,9.914621,26,25,26,26,27,27,27,27
8120,0.395267,6.951248,0.80371,6.085378,1.006781,-3.691289,1.073212,6.046005,0,4.824866,0,4.941221,0,-3.025237,0,3.011662,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,5,38,-19,16,5,-12,4,17,10.025275,26,25,26,26,27,27,27,27
8130,0.395267,6.999729,0.80371,6.134806,1.006781,-3.811728,1.073212,6.167627,0,4.830684,0,4.888861,0,-2.99324,0,3.000027,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,30,15,27,4,-9,5,4,10.113934,26,25,26,26,27,27,27,27
8140,0.395267,7.048422,0.80371,6.182775,1.006781,-3.931848,1.073212,6.286265,0,4.919889,0,4.776384,0,-3.014571,0,3.01845,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,6,21,16,26,4,-6,5,14,9.906819,26,25,26,26,27,27,27,27
8150,0.395288,7.097594,0.80371,6.230659,1.006781,-4.054076,1.073212,6.405053,0,4.916011,0,4.770566,0,-3.035903,0,2.990331,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,6,27,-4,34,4,-13,5,13,9.982361,26,25,26,26,27,27,27,27
8160,0.395288,7.146842,0.80371,6.27932,1.006781,-4.175005,1.073212,6.528869,0,4.925707,0,4.809352,0,-3.013117,0,2.989361,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-23,33,-15,29,6,-11,3,11,10.021755,26,25,26,26,27,27,27,27
8170,0.395288,7.196749,0.80371,6.327843,1.006781,-4.293931,1.073212,6.644002,0,4.873347,0,4.898558,0,-3.016026,0,3.009238,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-6,43,-4,8,6,-7,5,15,9.949015,26,25,26,26,27,27,27,27
8180,0.395288,7.245038,0.80371,6.376856,1.006781,-4.415765,1.073212,6.765954,0,4.846198,0,4.925707,0,-2.994694,0,3.007784,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,9,13,20,30,3,-11,4,8,10.012172,26,25,26,26,27,27,27,27
8190,0.395288,7.293422,0.80371,6.425506,1.006781,-4.534553,1.073212,6.884699,0,4.852015,0,4.937343,0,-3.003906,0,3.00633,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-5.766377,-62.5,-26,18,-14,26,3,-13,5,13,10.080114,26,25,26,26,27,27,27,27
8200,0.395277,7.341934,0.80371,6.475371,1.006781,-4.656312,1.073212,7.006416,0,4.873347,0,4.883043,0,-3.014571,0,2.998573,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-23,24,-5,33,4,-6,5,21,9.944878,26,25,26,26,27,27,27,27
8210,0.395277,7.390542,0.80371,6.52432,1.006781,-4.775334,1.073212,7.128101,0,4.873347,0,4.883043,0,-3.003906,0,2.998573,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-21,20,-14,26,4,-12,5,12,10.113049,26,25,26,26,27,27,27,27
8220,0.395277,7.44094,0.80371,6.57377,1.006781,-4.89948,1.073212,7.24593,0,4.883043,0,4.84038,0,-3.032994,0,2.991785,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,5,48,-13,0,4,-3,5,13,9.821034,26,25,26,26,27,27,27,27
8230,0.395277,7.489026,0.80371,6.620152,1.006781,-5.016926,1.073212,7.365549,0,4.925707,0,4.81323,0,-3.00633,0,2.982574,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,10,30,-4,24,5,-6,5,14,10.116945,26,25,26,26,27,27,27,27
8240,0.395277,7.539562,0.80371,6.669708,1.006781,-5.141636,1.073212,7.48913,0,4.919889,0,4.852015,0,-2.995664,0,3.025237,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-21,25,-15,32,3,-12,4,6,9.919665,26,25,26,26,27,27,27,27
8250,0.395277,1.304654,0.80371,6.717474,1.006781,1.02551,1.073212,7.604679,0,4.888861,0,4.894679,0,-3.013117,0,3.000997,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-24,27,-5,29,3,-10,5,10,9.961302,26,25,26,26,27,27,27,27
8260,0.395277,1.353028,0.80371,6.76784,1.006781,0.900842,1.073212,1.443083,0,4.819048,0,4.931525,0,-2.990331,0,2.989361,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-5.733129,-62.5,-10,32,-5,13,4,-10,5,19,10.022378,26,25,26,26,27,27,27,27
8270,0.395256,1.401466,0.80371,6.815606,1.006781,0.783141,1.073212,1.564811,0,4.852015,0,4.877225,0,-3.035903,0,3.000997,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,52,-5,28,4,-8,4,8,10.086145,26,25,26,26,27,27,27,27
8280,0.395256,1.450052,0.80371,6.864907,1.006781,0.660422,1.073212,1.682448,0,4.883043,0,4.846198,0,-3.027661,0,2.966575,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,5,28,-5,21,4,-8,4,10,9.872716,26,25,26,26,27,27,27,27
8290,0.395256,1.499267,0.80371,6.913525,1.006781,0.538822,1.073212,1.80375,0,4.941221,0,4.770566,0,-2.987907,0,3.009238,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,24,15,35,4,-9,6,17,9.903723,26,25,26,26,27,27,27,27
8300,0.395256,1.548451,0.80371,6.961515,1.006781,0.418341,1.073212,1.924551,0,4.937343,0,4.834562,0,-3.027661,0,3.025237,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,9,23,-5,27,5,-13,4,8,10.08717,26,25,26,26,27,27,27,27
8310,0.395256,1.597772,0.80371,7.009175,1.006781,0.300906,1.073212,2.045884,0,4.888861,0,4.898558,0,-3.000027,0,2.991785,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-22,31,-14,32,4,-11,5,12,10.11558,26,25,26,26,27,27,27,27
8320,0.395256,1.646168,0.80371,7.057507,1.006781,0.182363,1.073212,2.163266,0,4.861712,0,4.904375,0,-3.002451,0,3.025237,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-19,35,-6,39,6,-11,5,12,9.862494,26,25,26,26,27,27,27,27
8330,0.395256,1.695266,0.80371,7.107947,1.006781,0.059911,1.073212,2.28641,0,4.81323,0,4.931525,0,-3.041236,0,2.987907,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,15,27,-5,32,3,-16,7,11,10.109852,26,25,26,26,27,27,27,27
8340,0.395256,1.744321,0.80371,7.157876,1.006781,-0.060751,1.073212,2.406807,0,4.867529,0,4.916011,0,-2.982574,0,2.971908,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-18,28,20,35,4,-19,2,15,9.866321,26,25,26,26,27,27,27,27
8350,0.395256,1.792301,0.80371,7.205642,1.006781,-0.179379,1.073212,2.522516,0,4.883043,0,4.883043,0,-3.029116,0,3.034449,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,20,14,26,4,-4,4,22,10.025886,26,25,26,26,27,27,27,27
8360,0.395256,1.841995,0.80371,7.255209,1.006781,-0.306007,1.073212,2.647609,0,4.952857,0,4.809352,0,-3.014571,0,2.973362,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,32,-6,6,4,-16,5,11,10.017636,26,25,26,26,27,27,27,27
8370,0.395256,1.891168,0.80371,7.30272,1.006781,-0.420139,1.073212,2.762892,0,4.941221,0,4.81323,0,-2.979665,0,2.998573,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-18,44,-6,33,4,-4,5,9,10.041004,26,25,26,26,27,27,27,27
8380,0.395256,1.940543,0.80371,7.350912,1.006781,-0.542059,1.073212,2.883395,0,4.888861,0,4.834562,0,-3.032994,0,3.025237,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-14,27,-7,11,4,-11,4,19,9.936345,26,25,26,26,27,27,27,27
8390,0.395256,1.989513,0.80371,7.39985,1.006781,-0.664511,1.073212,3.006082,0,4.904375,0,4.931525,0,-3.016026,0,2.961242,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-19,29,14,31,9,-19,4,8,10.007383,26,25,26,26,27,27,27,27
8400,0.395256,2.038068,0.80371,7.448864,1.006781,-0.786388,1.073212,3.123815,0,4.834562,0,4.937343,0,-3.00536,0,3.007784,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,18,-6,26,3,-8,5,13,9.94638,26,25,26,26,27,27,27,27
8410,0.395256,2.086345,0.80371,7.498622,1.006781,-0.903695,1.073212,3.244264,0,4.830684,0,4.898558,0,-3.019904,0,3.025237,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,27,-16,24,5,-11,4,25,10.132057,26,25,26,26,27,27,27,27
8420,0.395256,2.13424,0.80371,7.546719,1.006781,-1.024027,1.073212,3.364564,0,4.84038,0,4.846198,0,-2.998573,0,2.977241,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,42,-16,24,6,-10,4,8,9.903197,26,25,26,26,27,27,27,27
8430,0.395256,2.18322,0.80371,7.594432,1.006781,-1.144146,1.073212,3.484779,0,4.910193,0,4.797716,0,-3.016026,0,3.029116,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,33,-19,30,5,-6,5,15,9.900724,26,25,26,26,27,27,27,27
8440,0.395256,2.23299,0.80371,1.360291,1.006781,-1.269305,1.073212,3.608286,0,4.931525,0,4.803534,0,-3.016995,0,2.990331,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-27,25,-6,30,3,-17,5,16,10.053635,26,25,26,26,27,27,27,27
8450,0.395256,2.282972,0.80371,1.407248,1.006781,-1.387101,1.073212,3.724709,0,4.931525,0,4.846198,0,-3.00536,0,2.975786,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,31,-15,24,4,-14,5,7,10.080868,26,25,26,26,27,27,27,27
8460,0.395256,2.330845,0.80371,1.455994,1.006781,-1.505963,1.073212,3.847268,0,4.894679,0,4.888861,0,-3.014571,0,3.013117,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-2,27,-7,36,4,-9,5,9,9.903131,26,25,26,26,27,27,27,27
8470,0.395256,2.380188,0.80371,1.5057,1.006781,-1.629215,1.073212,3.964628,0,4.803534,0,4.904375,0,-2.99324,0,3.011662,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-19,35,-5,22,3,-14,4,17,9.929655,26,25,26,26,27,27,27,27
8480,0.395256,2.428519,0.80371,1.555735,1.006781,-1.746521,1.073212,4.08773,0,4.846198,0,4.919889,0,-3.00536,0,3.00536,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-21,25,-5,43,3,-7,5,9,10.054415,26,25,26,26,27,27,27,27
8490,0.395256,2.477095,0.80371,1.603576,1.006781,-1.866811,1.073212,4.203428,0,4.894679,0,4.910193,0,-3.01845,0,3.016026,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,5,32,-7,3,4,-12,5,19,10.153412,26,25,26,26,27,27,27,27
8500,0.395256,2.526023,0.80371,1.652238,1.006781,-1.987303,1.073212,4.323675,0,4.910193,0,4.830684,0,-3.003906,0,2.986452,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-20,30,-6,18,4,-14,5,7,9.819172,26,25,26,26,27,27,27,27
8510,0.395256,2.575792,0.80371,1.700952,1.006781,-2.109819,1.073212,4.447513,0,4.919889,0,4.809352,0,-3.029116,0,2.991785,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,10,29,-4,15,4,-8,3,11,10.088164,26,25,26,26,27,27,27,27
8520,0.395256,2.62521,0.80371,1.750327,1.006781,-2.231622,1.073212,4.568739,0,4.910193,0,4.824866,0,-2.99324,0,2.984028,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-26,35,14,26,4,-10,4,20,9.920095,26,25,26,26,27,27,27,27
8530,0.395256,2.673072,0.80371,1.797827,1.006781,-2.350313,1.073212,4.683298,0,4.867529,0,4.904375,0,-3.003906,0,3.011662,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,-5.666539,-62.5,8,24,-6,16,4,-13,4,12,10.13856,26,25,26,26,27,27,27,27
8540,0.395267,2.723086,0.80371,1.846872,1.006781,-2.470837,1.073212,4.805047,0,4.846198,0,4.904375,0,-3.01845,0,3.007784,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,31,14,28,5,-5,5,1,9.875149,26,25,26,26,27,27,27,27
8550,0.395267,2.771364,0.80371,1.896673,1.006781,-2.59394,1.073212,4.926743,0,4.867529,0,4.941221,0,-2.995664,0,2.997118,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,21,-5,18,2,-5,5,18,9.909821,26,25,26,26,27,27,27,27
8560,0.395267,2.820398,0.80371,1.946144,1.006781,-2.716168,1.073212,5.051549,0,4.834562,0,4.898558,0,-3.036873,0,3.000027,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,30,-6,31,4,-9,5,10,10.076033,26,25,26,26,27,27,27,27
8570,0.395267,2.868644,0.80371,1.993506,1.006781,-2.832697,1.073212,5.169272,0,4.910193,0,4.819048,0,-3.025237,0,2.971908,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,35,-4,28,3,-9,4,14,10.043327,26,25,26,26,27,27,27,27
8580,0.395267,2.916602,0.80371,2.041389,1.006781,-2.95125,1.073212,5.284501,0,4.904375,0,4.782202,0,-2.986452,0,2.991785,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,11,29,-6,32,3,-11,10,21,9.947421,26,25,26,26,27,27,27,27
8590,0.395267,2.967127,0.80371,2.089465,1.006781,-3.073234,1.073212,5.408296,0,4.962553,0,4.819048,0,-3.027661,0,3.019904,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,2,36,-14,34,4,-13,5,6,10.077735,26,25,26,26,27,27,27,27
8600,0.395267,3.015661,0.80371,2.137966,1.006781,-3.193619,1.073212,5.525208,0,4.888861,0,4.883043,0,-2.991785,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,22,-13,27,4,-10,5,11,9.796778,26,25,26,26,27,27,27,27
8610,0.395267,3.064535,0.80371,2.187032,1.006781,-3.313728,1.073212,5.649855,0,4.873347,0,4.925707,0,-3.014571,0,3.016026,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,29,-14,25,4,-9,4,14,10.130048,26,25,26,26,27,27,27,27
8620,0.395267,3.114688,0.80371,2.236897,1.006781,-3.437735,1.073212,5.768429,0,4.873347,0,4.937343,0,-3.039782,0,2.989361,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,26,-13,52,11,-15,5,6,9.877798,26,25,26,26,27,27,27,27
8630,0.395267,3.160814,0.80371,2.284877,1.006781,-3.553807,1.073212,5.882871,0,4.824866,0,4.894679,0,-2.991785,0,2.968999,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,27,-18,26,3,-6,5,15,10.183013,26,25,26,26,27,27,27,27
8640,0.395267,3.211393,0.80371,2.335008,1.006781,-3.678538,1.073212,6.005867,0,4.916011,0,4.898558,0,-3.029116,0,3.027661,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-16,32,-5,31,6,-11,3,18,9.916696,26,25,26,26,27,27,27,27
8650,0.395267,3.259319,0.80371,2.383169,1.006781,-3.796101,1.073212,6.128041,0,4.941221,0,4.824866,0,-3.016026,0,3.00536,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-27,22,-13,11,4,-16,5,11,9.897818,26,25,26,26,27,27,27,27
8660,0.395267,3.309258,0.80371,2.432544,1.006781,-3.919171,1.073212,6.250781,0,4.941221,0,4.81323,0,-2.99324,0,2.998573,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,29,-7,22,3,-8,5,11,10.068187,26,25,26,26,27,27,27,27
8670,0.395267,3.358548,0.80371,2.479756,1.006781,-4.038129,1.073212,6.366799,0,4.855894,0,4.855894,0,-3.032994,0,3.029116,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-23,25,-4,36,4,-15,5,16,9.939785,26,25,26,26,27,27,27,27
8680,0.395267,3.406805,0.80371,2.528759,1.006781,-4.157598,1.073212,6.485193,0,4.84038,0,4.888861,0,-3.014571,0,2.963666,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,10,24,-6,6,6,-15,5,0,10.029845,26,25,26,26,27,27,27,27
8690,0.395267,3.455743,0.80371,2.577824,1.006781,-4.278069,1.073212,6.608689,0,4.830684,0,4.931525,0,-3.011662,0,3.000027,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,31,-16,32,3,-5,4,7,10.099206,26,25,26,26,27,27,27,27
8700,0.395267,3.503605,0.80371,2.626816,1.006781,-4.398497,1.073212,6.725932,0,4.867529,0,4.877225,0,-3.025237,0,3.029116,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,7,-13,24,4,-13,4,23,9.930851,26,25,26,26,27,27,27,27
8710,0.395267,3.552778,0.80371,2.676085,1.006781,-4.518893,1.073212,6.849194,0,4.910193,0,4.852015,0,-2.994694,0,2.982574,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,24,-4,21,4,-8,7,9,10.090914,26,25,26,26,27,27,27,27
8720,0.395267,3.602568,0.80371,2.724117,1.006781,-4.643636,1.073212,6.966074,0,4.910193,0,4.770566,0,-3.014571,0,3.022328,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-13,34,-2,18,4,-10,5,9,9.845876,26,25,26,26,27,27,27,27
8730,0.395267,3.651229,0.80371,2.771543,1.006781,-4.75975,1.073212,7.086513,0,4.925707,0,4.834562,0,-3.016026,0,3.010693,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,25,-13,14,3,-14,3,22,10.136701,26,25,26,26,27,27,27,27
8740,0.395267,3.701766,0.80371,2.820449,1.006781,-4.883544,1.073212,7.208923,0,4.916011,0,4.904375,0,-3.016026,0,2.963666,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,9,38,16,32,4,-11,3,6,9.887746,26,25,26,26,27,27,27,27
8750,0.395267,3.748883,0.80371,2.868205,1.006781,-5.000957,1.073212,7.323897,0,4.888861,0,4.894679,0,-3.016995,0,3.013117,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-20,21,-14,37,4,-8,5,14,9.953043,26,25,26,26,27,27,27,27
8760,0.395267,3.798524,0.80371,2.918613,1.006781,-5.124219,1.073212,7.448756,0,4.84038,0,4.916011,0,-2.989361,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-21,26,-5,22,5,-10,4,18,10.033028,26,25,26,26,27,27,27,27
8770,0.395267,3.846365,0.80371,2.967296,1.006781,1.038559,1.073212,7.567395,0,4.846198,0,4.898558,0,-3.022328,0,3.003906,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-18,34,-2,26,3,-10,4,6,10.098849,26,25,26,26,27,27,27,27
8780,0.395267,3.894983,0.80371,3.016298,1.006781,0.918291,1.073212,1.402954,0,4.888861,0,4.910193,0,-3.00633,0,3.025237,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-5.699787,-62.5,-19,26,-13,24,6,-7,5,17,9.862908,26,25,26,26,27,27,27,27
