10.000000 	-0.000064 	1.382344 	-0.020719 	1.418881 	-0.173308 	1.090544 	-0.133968 	1.363401 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.199737 	62.500000 	0.199737 	62.500000 	0.199737 	62.500000 	0.199737 	62.500000 	-17.000000 	-9.000000 	-7.000000 	8.000000 	-1.000000 	2.000000 	0.000000 	-2.000000 	10.043638 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
20.000000 	-0.000064 	1.382344 	-0.020719 	1.418881 	-0.173308 	1.090544 	-0.133968 	1.363401 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-62.500000 	62.500000 	-62.500000 	62.500000 	-62.500000 	62.500000 	-62.500000 	62.500000 	15.000000 	-11.000000 	-6.000000 	-18.000000 	-1.000000 	0.000000 	0.000000 	-2.000000 	42.959724 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
30.000000 	-0.000064 	1.382344 	-0.020719 	1.418881 	-0.173308 	1.090544 	-0.133968 	1.363401 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	62.500000 	-62.500000 	62.500000 	-62.500000 	62.500000 	-62.500000 	62.500000 	-62.500000 	15.000000 	-11.000000 	-6.000000 	-18.000000 	-1.000000 	0.000000 	0.000000 	-2.000000 	42.343964 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
40.000000 	-0.000064 	1.382344 	-0.020719 	1.418881 	-0.173308 	1.090544 	-0.133968 	1.363401 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	15.000000 	-11.000000 	-6.000000 	-18.000000 	-1.000000 	0.000000 	0.000000 	-2.000000 	42.848118 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
50.000000 	-0.000064 	1.345869 	-0.020719 	1.385026 	-0.173308 	1.192554 	-0.133968 	1.270883 	0.000000 	-1.400142 	0.000000 	-1.405960 	0.000000 	1.033138 	0.000000 	-0.942478 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	-62.500000 	11.000000 	-45.000000 	18.000000 	-36.000000 	-1.000000 	25.000000 	0.000000 	-34.000000 	43.769180 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
60.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	5.751803 	-62.500000 	5.751803 	-62.500000 	5.751803 	-62.500000 	5.751803 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	3.510809 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
70.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	5.811646 	-62.500000 	5.811646 	-62.500000 	5.811646 	-62.500000 	5.811646 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.877607 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
80.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	5.882390 	-62.500000 	5.882390 	-62.500000 	5.882390 	-62.500000 	5.882390 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.873129 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
90.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	5.964052 	-62.500000 	5.964052 	-62.500000 	5.964052 	-62.500000 	5.964052 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.765778 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
100.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.075736 	-62.500000 	6.075736 	-62.500000 	6.075736 	-62.500000 	6.075736 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	3.061187 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
110.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.179146 	-62.500000 	6.179146 	-62.500000 	6.179146 	-62.500000 	6.179146 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.792675 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
120.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.293472 	-62.500000 	6.293472 	-62.500000 	6.293472 	-62.500000 	6.293472 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.834885 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
130.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.418768 	-62.500000 	6.418768 	-62.500000 	6.418768 	-62.500000 	6.418768 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.805848 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
140.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.555006 	-62.500000 	6.555006 	-62.500000 	6.555006 	-62.500000 	6.555006 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.760264 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
150.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.702240 	-62.500000 	6.702240 	-62.500000 	6.702240 	-62.500000 	6.702240 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	3.016584 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
160.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	6.860468 	-62.500000 	6.860468 	-62.500000 	6.860468 	-62.500000 	6.860468 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.951006 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
170.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	7.029735 	-62.500000 	7.029735 	-62.500000 	7.029735 	-62.500000 	7.029735 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.904665 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
180.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	7.210046 	-62.500000 	7.210046 	-62.500000 	7.210046 	-62.500000 	7.210046 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.748525 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
190.000000 	-0.021795 	1.259903 	-0.043324 	1.300178 	-0.118021 	1.440952 	-0.082196 	1.042459 	-1.080165 	-2.534606 	-1.064651 	-2.571452 	0.689405 	1.874774 	0.681648 	-1.764237 	7.401429 	-62.500000 	7.401429 	-62.500000 	7.401429 	-62.500000 	7.401429 	-62.500000 	-37.000000 	-43.000000 	-32.000000 	-29.000000 	34.000000 	32.000000 	35.000000 	-33.000000 	2.840166 	28.000000 	27.000000 	27.000000 	28.000000 	30.000000 	30.000000 	30.000000 	30.000000 	
